nome,sku,blingId,arquivo_imagem,fonte,status_imagem
"GEL CORPORAL 15ML SEX","3104000003415","16595893037","","SEM_IMAGEM","OCULTO"
"GEL BEIJAVEL 15ML SEX","3104000003414","16595889802","","SEM_IMAGEM","OCULTO"
"GEL ESQUENTA ESFRIA 10G SEX","3104000003412","16595884912","","SEM_IMAGEM","OCULTO"
"GEL QY P/MASSAGEM CORPORAL SEX","3104000003409","16595864417","","SEM_IMAGEM","OCULTO"
"TESAO DE EGUA 10ML SEX","3104000003408","16595860325","","SEM_IMAGEM","OCULTO"
"TESAO DE JEGUE 10ML SEX","3104000003407","16595859340","","SEM_IMAGEM","OCULTO"
"TESAO DE VACA 20ML SEX","3104000003406","16595850096","","SEM_IMAGEM","OCULTO"
"TESAO DE TOURO 20ML SEX","3104000003405","16595848008","","SEM_IMAGEM","OCULTO"
"TESAO DE TOURO 10ML SEX","3104000003404","16595847026","","SEM_IMAGEM","OCULTO"
"PAU DE CAVALO GEL 40ML SEXY","3104000003403","16595841314","","SEM_IMAGEM","OCULTO"
"FORMA DE GELO C/ TAMPA","3104000003295","16593552246","","SEM_IMAGEM","OCULTO"
"GEL DESSENSIBILIZANTE","3104000003005","16582684590","","SEM_IMAGEM","OCULTO"
"GELEIA DE BRILHO CORPORAL ROSA","3104000002928","16577501496","","SEM_IMAGEM","OCULTO"
"CREME GOLD PROMO","3104000002896","16576455518","","SEM_IMAGEM","OCULTO"
"CREME PROMO","3104000002895","16576455149","","SEM_IMAGEM","OCULTO"
"ALGEMA  DE METAL VELUDO SEXY","3104000002771","16570415057","","SEM_IMAGEM","OCULTO"
"URSINHO DE PELUCIA","3104000002417","16562486415","","SEM_IMAGEM","OCULTO"
"VIBRADOR GOLFINHO PREMIUM SEXY","3104000002222","16557196605","","SEM_IMAGEM","OCULTO"
"MINI BULLET VIBRADOR","3104000002221","16557186294","","SEM_IMAGEM","OCULTO"
"GEL KU LOKO SEXY","3104000002208","16557118840","","SEM_IMAGEM","OCULTO"
"GEL XANA LOKA SEXY","3104000002207","16557114208","","SEM_IMAGEM","OCULTO"
"ORBIS BOLINHA D/ GEL","3104000001920","16554719923","","SEM_IMAGEM","OCULTO"
"PLUG M GOLD","3104000001754","16547788206","","SEM_IMAGEM","OCULTO"
"BARALHO SUPER EROTICO SEXY","3104000001685","16543915084","","SEM_IMAGEM","OCULTO"
"VIBRADOR MULVELOCIDADE SEXY","3104000001681","16543906926","","SEM_IMAGEM","OCULTO"
"CREME DE PENTEAR PROMOÇÃO","3104000001611","16540192391","","SEM_IMAGEM","OCULTO"
"DESODORANTE INTIMO BABASOUL","3104000001603","16539822514","","SEM_IMAGEM","OCULTO"
"GEL DE SOBRANCELHA","3104000001599","16539720654","","SEM_IMAGEM","OCULTO"
"QUADRO MAG. GELADEIRA","3104000001528","16531830184","","SEM_IMAGEM","OCULTO"
"CREME ROSA MOSQUETA","3104000001521","16530891411","","SEM_IMAGEM","OCULTO"
"GEL ESFOLIANTE PEDRAS VULCÂNICAS - ISIS","3104000001506","16527895991","","SEM_IMAGEM","OCULTO"
"NOCUCEDIM SEX","3104000001500","16527797757","nocucedim-18ml.png","ID_OK","VISIVEL"
"PLUG METAL PREMIUM SEXY","3104000001499","16527796028","plug-metal-premium-sexy-3104000001499.jpg","ID_OK","VISIVEL"
"GEL P/ MASSAGEM CORPORAL SEX","3104000001497","16527794149","","SEM_IMAGEM","OCULTO"
"NABUCETIM SEX","3104000001491","16527790733","nabucetim-18ml.png","ID_OK","VISIVEL"
"GELEIA DE BRILHO CORPORAL BRANCA","3104000001484","16527710285","","SEM_IMAGEM","OCULTO"
"LUBRIFICANTE INTIMO PREMIUM SEXY","3104000001480","16527683245","","SEM_IMAGEM","OCULTO"
